CODAGENTE,NOMEDOGRUPO,CODGRUPO,VOLUME,FATURAMENTO,CODEMPRESA
17,LUBRIFICANTES,4,3.0,77.97,17
3029,COMBUSTIVEIS LIQUIDOS,1,2537.6453,15086.17,17
3029,AGENTE REDUTOR,2,22.5021,67.28,17
3029,LUBRIFICANTES,4,86.0,7947.31,17
3029,ADITIVOS E FLUIDOS,5,14.0,811.97,17
3029,FILTROS DE OLEO E AR,6,28.0,2275.38,17
3029,FILTROS DE COMBUSTIVEIS,7,19.0,1197.85,17
3030,COMBUSTIVEIS LIQUIDOS,1,5024.4046,28673.97,17
3030,AGENTE REDUTOR,2,161.6895,738.9,17
3030,LUBRIFICANTES,4,4.0,148.88,17
3030,ADITIVOS E FLUIDOS,5,2.0,46.0,17
3030,DIVERSOS GERAIS - VEICULOS,8,2.0,31.99,17
3030,PALHETA AUTOMOTIVA,29,1.0,30.5,17
3035,COMBUSTIVEIS LIQUIDOS,1,2451.2333,14386.52,17
3035,AGENTE REDUTOR,2,80.9407,242.01,17
3035,LUBRIFICANTES,4,8.0,455.93,17
3035,ADITIVOS E FLUIDOS,5,2.0,138.22,17
3035,DIVERSOS GERAIS - VEICULOS,8,1.0,17.5,17
3035,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,17
3035,LIMPEZA E CONSERVACAO,21,1.0,19.99,17
3037,COMBUSTIVEIS LIQUIDOS,1,8373.7911,48573.26,17
3037,AGENTE REDUTOR,2,65.6391,196.26,17
3037,LUBRIFICANTES,4,9.0,365.93,17
3037,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,17
3043,COMBUSTIVEIS LIQUIDOS,1,19967.3344,119213.36,17
3043,AGENTE REDUTOR,2,559.2532,1749.32,17
3043,LUBRIFICANTES,4,10.0,1580.92,17
3043,ADITIVOS E FLUIDOS,5,9.0,574.09,17
3043,LIMPEZA E CONSERVACAO,21,1.0,26.0,17
3047,COMBUSTIVEIS LIQUIDOS,1,1392.3322,7555.35,17
3047,LUBRIFICANTES,4,1.0,39.99,17
3047,PALHETA AUTOMOTIVA,29,4.0,126.0,17
3049,COMBUSTIVEIS LIQUIDOS,1,937.8619,5304.09,17
3059,COMBUSTIVEIS LIQUIDOS,1,4431.4528,26411.66,17
3059,AGENTE REDUTOR,2,107.5992,321.72,17
3059,LUBRIFICANTES,4,110.0,10790.64,17
3059,ADITIVOS E FLUIDOS,5,15.0,920.69,17
3059,FILTROS DE OLEO E AR,6,23.0,1669.37,17
3059,FILTROS DE COMBUSTIVEIS,7,14.0,1089.88,17
3062,COMBUSTIVEIS LIQUIDOS,1,14733.7331,87422.04,17
3062,AGENTE REDUTOR,2,296.3022,1320.94,17
3062,LUBRIFICANTES,4,16.0,1165.76,17
3062,ADITIVOS E FLUIDOS,5,4.0,143.97,17
3071,AGENTE REDUTOR,2,3.0,269.97,17
3071,LUBRIFICANTES,4,1.0,19.9,17
3071,ADITIVOS E FLUIDOS,5,1.0,71.99,17
3071,DIVERSOS GERAIS - VEICULOS,8,3.0,23.97,17
3071,PECAS E ACESSORIOS VEICULO ,10,4.0,152.0,17
3071,LIMPEZA E CONSERVACAO,21,2.0,52.0,17
3130,COMBUSTIVEIS LIQUIDOS,1,283.3473,1645.64,17
3130,AGENTE REDUTOR,2,17.492,52.3,17
3130,LUBRIFICANTES,4,1.0,34.99,17
3130,ADITIVOS E FLUIDOS,5,1.0,9.99,17
3130,DIVERSOS GERAIS - VEICULOS,8,1.0,16.86,17
3130,PECAS E ACESSORIOS VEICULO ,10,3.0,119.0,17
3130,LIMPEZA E CONSERVACAO,21,2.0,30.49,17
3132,COMBUSTIVEIS LIQUIDOS,1,2694.6699,15786.57,17
3132,AGENTE REDUTOR,2,31.99,269.65,17
3132,LUBRIFICANTES,4,4.0,184.97,17
3132,ADITIVOS E FLUIDOS,5,1.0,71.99,17
3132,PECAS E ACESSORIOS VEICULO ,10,3.0,120.0,17
3132,LIMPEZA E CONSERVACAO,21,1.0,12.64,17
3162,COMBUSTIVEIS LIQUIDOS,1,2833.8205,16066.39,17
3162,AGENTE REDUTOR,2,198.2512,592.77,17
3162,LUBRIFICANTES,4,9.0,434.91,17
3162,ADITIVOS E FLUIDOS,5,1.0,21.28,17
3162,DIVERSOS GERAIS - VEICULOS,8,3.0,32.84,17
3162,PECAS E ACESSORIOS VEICULO ,10,2.0,72.5,17
3162,LIMPEZA E CONSERVACAO,21,2.0,29.98,17
3293,COMBUSTIVEIS LIQUIDOS,1,16481.8635,97326.58,17
3293,AGENTE REDUTOR,2,504.3918,1856.12,17
3293,LUBRIFICANTES,4,22.0,1544.81,17
3293,ADITIVOS E FLUIDOS,5,2.0,79.98,17
3293,LIMPEZA E CONSERVACAO,21,1.0,20.32,17
4015,COMBUSTIVEIS LIQUIDOS,1,7416.8005,41962.35,17
4015,AGENTE REDUTOR,2,58.0603,173.6,17
4015,LUBRIFICANTES,4,3.0,77.97,17
4015,ADITIVOS E FLUIDOS,5,1.0,30.99,17
4015,PALHETA AUTOMOTIVA,29,1.0,34.0,17
7439,COMBUSTIVEIS LIQUIDOS,1,1500.9532,8251.12,17
7439,LUBRIFICANTES,4,3.0,110.97,17
7439,LIMPEZA E CONSERVACAO,21,1.0,25.0,17
8038,COMBUSTIVEIS LIQUIDOS,1,1021.4012,5871.5,17
9087,COMBUSTIVEIS LIQUIDOS,1,2538.7066,14105.27,17
9087,LUBRIFICANTES,4,8.0,286.58,17
9087,ADITIVOS E FLUIDOS,5,1.0,58.0,17
9087,DIVERSOS GERAIS - VEICULOS,8,7.0,65.44,17
9087,PALHETA AUTOMOTIVA,29,1.0,30.5,17
9122,COMBUSTIVEIS LIQUIDOS,1,6744.2793,38010.83,17
9122,LUBRIFICANTES,4,2.0,68.99,17
9122,ADITIVOS E FLUIDOS,5,1.0,35.0,17
9122,DIVERSOS GERAIS - VEICULOS,8,2.0,15.98,17
12335,COMBUSTIVEIS LIQUIDOS,1,210.4624,1243.97,17
12335,LUBRIFICANTES,4,1.0,50.0,17
12335,ADITIVOS E FLUIDOS,5,2.0,86.0,17
12335,DIVERSOS GERAIS - VEICULOS,8,2.0,15.98,17
12335,LIMPEZA E CONSERVACAO,21,3.0,52.3,17
16682,COMBUSTIVEIS LIQUIDOS,1,78.5398,386.04,17
16682,LUBRIFICANTES,4,3.0,55.97,17
16682,LIMPEZA E CONSERVACAO,21,2.0,6.58,17
22871,COMBUSTIVEIS LIQUIDOS,1,3225.9575,17992.37,17
22871,LUBRIFICANTES,4,3.0,89.97,17
22871,ADITIVOS E FLUIDOS,5,3.0,59.99,17
22871,DIVERSOS GERAIS - VEICULOS,8,3.0,41.87,17
22871,LIMPEZA E CONSERVACAO,21,5.0,91.77,17
22871,PALHETA AUTOMOTIVA,29,2.0,63.0,17
27045,COMBUSTIVEIS LIQUIDOS,1,4996.6991,28362.38,17
27045,AGENTE REDUTOR,2,5.3713,16.06,17
27045,LUBRIFICANTES,4,4.0,106.96,17
27045,ADITIVOS E FLUIDOS,5,1.0,28.99,17
29794,COMBUSTIVEIS LIQUIDOS,1,7089.2995,39559.02,17
29794,LUBRIFICANTES,4,3.0,92.97,17
29794,ADITIVOS E FLUIDOS,5,7.0,253.96,17
29794,DIVERSOS GERAIS - VEICULOS,8,2.0,55.98,17
29794,LIMPEZA E CONSERVACAO,21,3.0,60.98,17
29794,PALHETA AUTOMOTIVA,29,1.0,29.0,17
29795,COMBUSTIVEIS LIQUIDOS,1,2960.6257,16009.94,17
29795,LUBRIFICANTES,4,2.0,57.89,17
29795,DIVERSOS GERAIS - VEICULOS,8,3.0,27.97,17
29795,LIMPEZA E CONSERVACAO,21,2.0,46.32,17
30202,COMBUSTIVEIS LIQUIDOS,1,3230.1487,18112.32,17
30202,AGENTE REDUTOR,2,4.3713,13.07,17
30202,LUBRIFICANTES,4,3.0,94.98,17
30202,PECAS E ACESSORIOS VEICULO ,10,4.0,140.49,17
31988,COMBUSTIVEIS LIQUIDOS,1,2876.9548,16096.65,17
31988,AGENTE REDUTOR,2,34.529,103.24,17
31988,LUBRIFICANTES,4,2.0,54.98,17
31988,ADITIVOS E FLUIDOS,5,4.0,234.87,17
31988,DIVERSOS GERAIS - VEICULOS,8,2.0,35.0,17
31988,LIMPEZA E CONSERVACAO,21,2.0,32.77,17
32077,COMBUSTIVEIS LIQUIDOS,1,5045.6526,28028.2,17
32077,AGENTE REDUTOR,2,108.98,325.85,17
32077,LUBRIFICANTES,4,2.0,61.98,17
32077,DIVERSOS GERAIS - VEICULOS,8,1.0,17.5,17
3020,COMBUSTIVEIS LIQUIDOS,1,4142.6286,23898.39,19
3020,LUBRIFICANTES,4,1.0,15.99,19
3020,DIVERSOS GERAIS - VEICULOS,8,3.0,50.98,19
3020,LIMPEZA E CONSERVACAO,21,5.0,91.13,19
3020,PALHETA AUTOMOTIVA,29,3.0,90.0,19
3021,COMBUSTIVEIS LIQUIDOS,1,2758.8288,16016.2,19
3021,LUBRIFICANTES,4,7.0,201.93,19
3021,ADITIVOS E FLUIDOS,5,5.0,161.0,19
3021,DIVERSOS GERAIS - VEICULOS,8,4.0,42.96,19
3021,LIMPEZA E CONSERVACAO,21,3.0,64.97,19
3021,PALHETA AUTOMOTIVA,29,2.0,63.0,19
3023,COMBUSTIVEIS LIQUIDOS,1,2706.27,15168.19,19
3023,LUBRIFICANTES,4,6.0,140.94,19
3023,ADITIVOS E FLUIDOS,5,4.0,119.96,19
3023,DIVERSOS GERAIS - VEICULOS,8,1.0,7.99,19
3023,LIMPEZA E CONSERVACAO,21,1.0,7.99,19
3025,COMBUSTIVEIS LIQUIDOS,1,3576.2538,20515.66,19
3025,LUBRIFICANTES,4,7.0,178.93,19
3025,ADITIVOS E FLUIDOS,5,1.0,30.99,19
3025,PALHETA AUTOMOTIVA,29,2.0,68.0,19
3088,COMBUSTIVEIS LIQUIDOS,1,2865.2078,16353.0,19
3088,LUBRIFICANTES,4,3.0,67.97,19
3088,ADITIVOS E FLUIDOS,5,3.0,100.99,19
3088,DIVERSOS GERAIS - VEICULOS,8,1.0,7.99,19
3088,PALHETA AUTOMOTIVA,29,2.0,65.0,19
3139,COMBUSTIVEIS LIQUIDOS,1,3153.0958,17771.82,19
3139,LUBRIFICANTES,4,4.0,105.96,19
3139,DIVERSOS GERAIS - VEICULOS,8,3.0,37.99,19
3139,PALHETA AUTOMOTIVA,29,1.0,28.99,19
7427,COMBUSTIVEIS LIQUIDOS,1,170.0142,960.23,19
12010,COMBUSTIVEIS LIQUIDOS,1,891.7683,5015.13,19
13207,COMBUSTIVEIS LIQUIDOS,1,3957.6158,22492.01,19
13207,LUBRIFICANTES,4,11.0,250.89,19
13207,ADITIVOS E FLUIDOS,5,4.0,129.0,19
13207,DIVERSOS GERAIS - VEICULOS,8,2.0,15.98,19
13207,LIMPEZA E CONSERVACAO,21,6.0,141.97,19
13207,PALHETA AUTOMOTIVA,29,2.0,62.99,19
16683,COMBUSTIVEIS LIQUIDOS,1,3646.023,20502.37,19
16683,LUBRIFICANTES,4,2.0,49.98,19
21195,COMBUSTIVEIS LIQUIDOS,1,3652.0075,20613.22,19
21195,LUBRIFICANTES,4,3.0,76.97,19
21195,ADITIVOS E FLUIDOS,5,11.0,323.98,19
21195,DIVERSOS GERAIS - VEICULOS,8,2.0,22.99,19
21195,LIMPEZA E CONSERVACAO,21,2.0,25.82,19
35006,COMBUSTIVEIS LIQUIDOS,1,1981.9785,11138.09,19
628,COMBUSTIVEIS LIQUIDOS,1,277.8414,1550.62,20
628,COMBUSTIVEIS -  GNV,25,47.929,221.91,20
807,COMBUSTIVEIS LIQUIDOS,1,6342.3509,36826.34,20
807,AGENTE REDUTOR,2,275.5139,1829.83,20
807,LUBRIFICANTES,4,8.0,369.45,20
807,ADITIVOS E FLUIDOS,5,6.0,312.79,20
807,FILTROS DE COMBUSTIVEIS,7,1.0,114.0,20
807,PECAS E ACESSORIOS VEICULO ,10,3.0,114.0,20
807,LIMPEZA E CONSERVACAO,21,19.0,297.43,20
820,COMBUSTIVEIS LIQUIDOS,1,4416.5898,25153.91,20
820,COMBUSTIVEIS -  GNV,25,445.9052,2064.51,20
824,COMBUSTIVEIS LIQUIDOS,1,892.8458,5056.47,20
824,COMBUSTIVEIS -  GNV,25,145.7929,675.01,20
837,COMBUSTIVEIS LIQUIDOS,1,1106.0835,6062.94,20
837,LUBRIFICANTES,4,1.0,48.99,20
837,ADITIVOS E FLUIDOS,5,1.0,30.99,20
837,LIMPEZA E CONSERVACAO,21,1.0,12.55,20
837,COMBUSTIVEIS -  GNV,25,303.6928,1406.08,20
839,COMBUSTIVEIS LIQUIDOS,1,5493.6282,32025.37,20
839,AGENTE REDUTOR,2,86.596,854.96,20
839,LUBRIFICANTES,4,45.1332,4362.46,20
839,ADITIVOS E FLUIDOS,5,12.0,725.16,20
839,FILTROS DE OLEO E AR,6,9.0,550.46,20
839,FILTROS DE COMBUSTIVEIS,7,4.0,430.99,20
1064,COMBUSTIVEIS LIQUIDOS,1,6020.8456,34198.27,20
1064,AGENTE REDUTOR,2,31.0,179.69,20
12655,COMBUSTIVEIS LIQUIDOS,1,2560.117,14169.34,20
12655,AGENTE REDUTOR,2,138.8664,775.24,20
12655,LUBRIFICANTES,4,4.0,195.47,20
12655,ADITIVOS E FLUIDOS,5,8.0,244.93,20
12655,FILTROS DE COMBUSTIVEIS,7,1.0,191.0,20
12655,DIVERSOS GERAIS - VEICULOS,8,1.0,18.99,20
12655,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,20
12655,LIMPEZA E CONSERVACAO,21,6.0,106.89,20
12655,COMBUSTIVEIS -  GNV,25,212.8404,985.44,20
15204,COMBUSTIVEIS LIQUIDOS,1,878.569,4902.0,20
15204,COMBUSTIVEIS -  GNV,25,149.4176,691.79,20
15311,COMBUSTIVEIS LIQUIDOS,1,2195.6667,12002.71,20
15311,AGENTE REDUTOR,2,13.0,900.0,20
15311,LUBRIFICANTES,4,4.0,117.87,20
15311,ADITIVOS E FLUIDOS,5,2.0,64.99,20
15311,PECAS E ACESSORIOS VEICULO ,10,1.0,27.0,20
15311,LIMPEZA E CONSERVACAO,21,2.0,38.54,20
15311,COMBUSTIVEIS -  GNV,25,592.8034,2737.21,20
17503,COMBUSTIVEIS LIQUIDOS,1,3489.0195,19066.33,20
17503,AGENTE REDUTOR,2,33.0,284.7,20
17503,ADITIVOS E FLUIDOS,5,9.0,348.92,20
17503,DIVERSOS GERAIS - VEICULOS,8,1.0,27.99,20
17503,LIMPEZA E CONSERVACAO,21,1.0,31.0,20
17503,COMBUSTIVEIS -  GNV,25,1030.026,4768.95,20
17503,PALHETA AUTOMOTIVA,29,1.0,65.0,20
17505,COMBUSTIVEIS LIQUIDOS,1,4222.7584,23828.2,20
17505,AGENTE REDUTOR,2,32.8402,284.22,20
17505,LUBRIFICANTES,4,4.0,219.96,20
17505,ADITIVOS E FLUIDOS,5,2.0,111.89,20
17505,FILTROS DE COMBUSTIVEIS,7,3.0,304.99,20
17505,DIVERSOS GERAIS - VEICULOS,8,6.0,47.94,20
17505,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,20
17505,LIMPEZA E CONSERVACAO,21,7.0,109.19,20
17505,COMBUSTIVEIS -  GNV,25,1006.1004,4651.5,20
17505,PALHETA AUTOMOTIVA,29,2.0,62.99,20
20407,COMBUSTIVEIS LIQUIDOS,1,1613.1863,9019.37,20
20407,LUBRIFICANTES,4,4.0,129.96,20
20407,ADITIVOS E FLUIDOS,5,6.0,391.87,20
20407,DIVERSOS GERAIS - VEICULOS,8,3.0,32.37,20
20407,LIMPEZA E CONSERVACAO,21,8.0,125.66,20
20407,COMBUSTIVEIS -  GNV,25,771.5796,3572.37,20
20407,PALHETA AUTOMOTIVA,29,1.0,34.0,20
20944,COMBUSTIVEIS LIQUIDOS,1,3057.5367,16964.4,20
20944,AGENTE REDUTOR,2,196.9839,775.01,20
20944,LUBRIFICANTES,4,6.0,1948.6,20
20944,ADITIVOS E FLUIDOS,5,7.0,222.28,20
20944,FILTROS DE OLEO E AR,6,1.0,213.0,20
20944,PECAS E ACESSORIOS VEICULO ,10,2.0,76.0,20
20944,LIMPEZA E CONSERVACAO,21,8.0,118.59,20
20944,COMBUSTIVEIS -  GNV,25,409.6292,1891.76,20
21575,COMBUSTIVEIS LIQUIDOS,1,2730.7793,15241.46,20
21575,AGENTE REDUTOR,2,3.0,195.0,20
21575,LUBRIFICANTES,4,2.0,54.98,20
21575,ADITIVOS E FLUIDOS,5,1.0,71.9,20
21575,LIMPEZA E CONSERVACAO,21,4.0,50.97,20
21575,COMBUSTIVEIS -  GNV,25,983.0421,4514.54,20
24004,COMBUSTIVEIS LIQUIDOS,1,9707.15,55301.0,20
24004,AGENTE REDUTOR,2,174.1645,967.78,20
24004,LUBRIFICANTES,4,6.0,180.96,20
24004,ADITIVOS E FLUIDOS,5,5.0,280.2,20
24004,LIMPEZA E CONSERVACAO,21,5.0,90.44,20
24004,COMBUSTIVEIS -  GNV,25,781.7071,3619.25,20
24133,COMBUSTIVEIS LIQUIDOS,1,344.306,1981.19,20
24133,AGENTE REDUTOR,2,5.8061,17.36,20
24133,LUBRIFICANTES,4,2.0,39.8,20
24133,ADITIVOS E FLUIDOS,5,1.0,35.0,20
24133,LIMPEZA E CONSERVACAO,21,1.0,12.55,20
24133,COMBUSTIVEIS -  GNV,25,265.9524,1231.34,20
25094,COMBUSTIVEIS LIQUIDOS,1,2736.8389,15170.61,20
25094,AGENTE REDUTOR,2,39.3412,303.66,20
25094,LUBRIFICANTES,4,1.0,125.0,20
25094,ADITIVOS E FLUIDOS,5,3.0,188.88,20
25094,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,20
25094,COMBUSTIVEIS -  GNV,25,943.2871,4367.36,20
25094,PALHETA AUTOMOTIVA,29,2.0,62.0,20
30310,COMBUSTIVEIS LIQUIDOS,1,8437.8866,48157.87,20
30310,AGENTE REDUTOR,2,110.0978,515.22,20
30310,LUBRIFICANTES,4,6.0,211.86,20
30310,ADITIVOS E FLUIDOS,5,3.0,96.98,20
30310,DIVERSOS GERAIS - VEICULOS,8,3.0,56.97,20
30310,PECAS E ACESSORIOS VEICULO ,10,1.0,27.0,20
30310,LIMPEZA E CONSERVACAO,21,1.0,12.55,20
30310,COMBUSTIVEIS -  GNV,25,1210.1209,5594.03,20
30310,PALHETA AUTOMOTIVA,29,2.0,63.0,20
31166,COMBUSTIVEIS LIQUIDOS,1,6337.9288,36168.53,20
31166,AGENTE REDUTOR,2,162.5921,672.18,20
31166,LUBRIFICANTES,4,4.0,91.96,20
31166,ADITIVOS E FLUIDOS,5,3.0,144.98,20
31166,DIVERSOS GERAIS - VEICULOS,8,1.0,40.0,20
31166,COMBUSTIVEIS -  GNV,25,1484.6254,6853.99,20
34318,COMBUSTIVEIS LIQUIDOS,1,4756.478,27269.34,20
34318,AGENTE REDUTOR,2,97.5962,477.84,20
34318,LUBRIFICANTES,4,4.0,111.96,20
34318,ADITIVOS E FLUIDOS,5,8.0,366.66,20
34318,COMBUSTIVEIS -  GNV,25,1415.902,6555.55,20
34318,PALHETA AUTOMOTIVA,29,1.0,65.0,20
34450,COMBUSTIVEIS LIQUIDOS,1,9149.6492,52113.1,20
34450,AGENTE REDUTOR,2,162.1855,881.98,20
34450,LUBRIFICANTES,4,11.0,842.93,20
34450,ADITIVOS E FLUIDOS,5,3.0,171.36,20
34450,FILTROS DE OLEO E AR,6,2.0,240.49,20
34450,FILTROS DE COMBUSTIVEIS,7,4.0,236.97,20
34450,DIVERSOS GERAIS - VEICULOS,8,3.0,40.98,20
34450,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,20
34450,LIMPEZA E CONSERVACAO,21,16.0,234.04,20
34637,COMBUSTIVEIS LIQUIDOS,1,5447.5785,30964.17,20
34637,AGENTE REDUTOR,2,93.8872,466.75,20
34637,LUBRIFICANTES,4,6.0,193.95,20
34637,ADITIVOS E FLUIDOS,5,5.0,312.56,20
34637,LIMPEZA E CONSERVACAO,21,3.0,69.57,20
34637,COMBUSTIVEIS -  GNV,25,2249.285,10414.06,20
836,COMBUSTIVEIS LIQUIDOS,1,3330.1894,18770.71,21
836,AGUAS MINERAIS E GELO,18,3.0,14.97,21
29930,COMBUSTIVEIS LIQUIDOS,1,11117.0576,62648.1,21
29930,AGENTE REDUTOR,2,257.3947,1291.61,21
29930,LUBRIFICANTES,4,21.0,892.56,21
29930,ADITIVOS E FLUIDOS,5,5.0,151.98,21
29930,DIVERSOS GERAIS - VEICULOS,8,7.0,79.95,21
29930,AGUAS MINERAIS E GELO,18,23.0,141.8,21
29936,LUBRIFICANTES,4,184.0,7670.34,21
29936,ADITIVOS E FLUIDOS,5,32.0,1563.98,21
29936,FILTROS DE OLEO E AR,6,70.0,1805.35,21
29936,FILTROS DE COMBUSTIVEIS,7,25.0,625.0,21
29936,DIVERSOS GERAIS - VEICULOS,8,3.0,60.97,21
29936,LIMPEZA E CONSERVACAO,21,11.0,296.8,21
29936,PALHETA AUTOMOTIVA,29,2.0,64.5,21
29939,COMBUSTIVEIS LIQUIDOS,1,6617.4138,37305.52,21
29939,AGENTE REDUTOR,2,140.4553,506.96,21
29939,LUBRIFICANTES,4,6.0,254.97,21
29939,ADITIVOS E FLUIDOS,5,4.0,117.98,21
29939,DIVERSOS GERAIS - VEICULOS,8,3.0,48.48,21
29939,PECAS E ACESSORIOS VEICULO ,10,1.0,42.0,21
29939,AGUAS MINERAIS E GELO,18,16.0,88.86,21
29939,LIMPEZA E CONSERVACAO,21,4.0,65.79,21
29941,LIMPEZA E CONSERVACAO,21,1.0,25.0,21
29946,COMBUSTIVEIS LIQUIDOS,1,4791.5396,26848.01,21
29946,AGENTE REDUTOR,2,110.1374,329.31,21
29946,LUBRIFICANTES,4,12.0,379.96,21
29946,ADITIVOS E FLUIDOS,5,7.0,216.98,21
29946,DIVERSOS GERAIS - VEICULOS,8,3.0,23.97,21
29946,AGUAS MINERAIS E GELO,18,20.0,104.31,21
29946,LIMPEZA E CONSERVACAO,21,1.0,31.0,21
29947,COMBUSTIVEIS LIQUIDOS,1,7426.4611,41322.21,21
29947,AGENTE REDUTOR,2,209.573,626.62,21
29947,LUBRIFICANTES,4,6.0,252.79,21
29947,ADITIVOS E FLUIDOS,5,13.0,672.0,21
29947,DIVERSOS GERAIS - VEICULOS,8,4.0,40.97,21
29947,AGUAS MINERAIS E GELO,18,1.0,4.99,21
29949,COMBUSTIVEIS LIQUIDOS,1,11158.2655,62804.22,21
29949,AGENTE REDUTOR,2,257.298,1204.32,21
29949,LUBRIFICANTES,4,6.0,319.96,21
29949,ADITIVOS E FLUIDOS,5,2.0,37.8,21
29949,DIVERSOS GERAIS - VEICULOS,8,2.0,33.48,21
29949,PECAS E ACESSORIOS VEICULO ,10,2.0,55.0,21
29949,AGUAS MINERAIS E GELO,18,1.0,4.99,21
29949,LIMPEZA E CONSERVACAO,21,12.0,196.55,21
29951,COMBUSTIVEIS LIQUIDOS,1,6319.5201,35386.06,21
29951,AGENTE REDUTOR,2,54.0503,509.61,21
29951,LUBRIFICANTES,4,6.0,194.95,21
29951,ADITIVOS E FLUIDOS,5,2.0,68.99,21
29951,DIVERSOS GERAIS - VEICULOS,8,2.0,35.98,21
29951,PECAS E ACESSORIOS VEICULO ,10,1.0,46.0,21
29951,AGUAS MINERAIS E GELO,18,3.0,19.48,21
29951,LIMPEZA E CONSERVACAO,21,3.0,41.36,21
29953,COMBUSTIVEIS LIQUIDOS,1,4962.9162,27765.64,21
29953,AGENTE REDUTOR,2,50.0201,149.56,21
29953,LUBRIFICANTES,4,3.0,85.98,21
29953,ADITIVOS E FLUIDOS,5,1.0,20.0,21
29953,PECAS E ACESSORIOS VEICULO ,10,1.0,42.0,21
29953,AGUAS MINERAIS E GELO,18,1.0,9.5,21
29953,LIMPEZA E CONSERVACAO,21,1.0,17.99,21
29956,COMBUSTIVEIS LIQUIDOS,1,3978.4793,22498.68,21
29956,AGENTE REDUTOR,2,20.0201,59.86,21
29956,LUBRIFICANTES,4,10.0,313.95,21
29956,ADITIVOS E FLUIDOS,5,1.0,38.0,21
29956,AGUAS MINERAIS E GELO,18,22.0,109.78,21
29956,LIMPEZA E CONSERVACAO,21,3.0,63.49,21
30875,LUBRIFICANTES,4,10.0,933.98,21
30875,FILTROS DE OLEO E AR,6,2.0,195.0,21
30875,FILTROS DE COMBUSTIVEIS,7,1.0,200.5,21
30875,DIVERSOS GERAIS - VEICULOS,8,1.0,7.99,21
33931,COMBUSTIVEIS LIQUIDOS,1,4445.7346,25088.87,21
33931,LUBRIFICANTES,4,1.0,23.9,21
33932,COMBUSTIVEIS LIQUIDOS,1,7532.096,42389.89,21
33932,AGENTE REDUTOR,2,28.8531,86.27,21
33932,LUBRIFICANTES,4,13.0,397.64,21
33932,ADITIVOS E FLUIDOS,5,5.0,134.97,21
33932,DIVERSOS GERAIS - VEICULOS,8,1.0,7.99,21
33932,PECAS E ACESSORIOS VEICULO ,10,1.0,27.5,21
33932,AGUAS MINERAIS E GELO,18,55.0,274.45,21
33932,LIMPEZA E CONSERVACAO,21,2.0,57.0,21
33933,COMBUSTIVEIS LIQUIDOS,1,7388.3818,41971.92,21
33933,AGENTE REDUTOR,2,122.091,365.05,21
33933,LUBRIFICANTES,4,8.0,335.0,21
33933,ADITIVOS E FLUIDOS,5,3.0,100.52,21
33933,DIVERSOS GERAIS - VEICULOS,8,1.0,15.0,21
33933,PECAS E ACESSORIOS VEICULO ,10,1.0,27.5,21
33933,AGUAS MINERAIS E GELO,18,25.0,124.75,21
33933,PALHETA AUTOMOTIVA,29,2.0,68.0,21
33934,COMBUSTIVEIS LIQUIDOS,1,5053.9764,28581.04,21
33934,AGENTE REDUTOR,2,2.0,179.98,21
33934,LUBRIFICANTES,4,3.0,101.98,21
33934,ADITIVOS E FLUIDOS,5,2.0,58.99,21
33934,DIVERSOS GERAIS - VEICULOS,8,1.0,15.0,21
33934,AGUAS MINERAIS E GELO,18,5.0,24.95,21
33934,LIMPEZA E CONSERVACAO,21,1.0,25.99,21
29937,COMBUSTIVEIS LIQUIDOS,1,1596.2883,9009.53,24
29942,COMBUSTIVEIS LIQUIDOS,1,2908.0999,16639.32,24
29942,LUBRIFICANTES,4,6.0,149.49,24
29942,ADITIVOS E FLUIDOS,5,5.0,175.98,24
29942,DIVERSOS GERAIS - VEICULOS,8,12.0,120.39,24
29942,PALHETA AUTOMOTIVA,29,6.0,188.97,24
31710,COMBUSTIVEIS LIQUIDOS,1,2829.5633,16194.52,24
31710,LUBRIFICANTES,4,1.0,24.99,24
31710,ADITIVOS E FLUIDOS,5,4.0,96.0,24
31710,DIVERSOS GERAIS - VEICULOS,8,12.0,129.66,24
31710,PALHETA AUTOMOTIVA,29,5.0,161.49,24
33866,COMBUSTIVEIS LIQUIDOS,1,1980.5304,11287.84,24
33866,LUBRIFICANTES,4,4.0,107.78,24
33866,DIVERSOS GERAIS - VEICULOS,8,3.0,45.0,24
33934,COMBUSTIVEIS LIQUIDOS,1,62.4352,363.01,24
33934,ADITIVOS E FLUIDOS,5,1.0,12.0,24
0,COMBUSTIVEIS LIQUIDOS,1,9.883,59.0,27
831,COMBUSTIVEIS LIQUIDOS,1,324.9004,1701.95,27
831,LUBRIFICANTES,4,4.0,130.97,27
831,DIVERSOS GERAIS - VEICULOS,8,3.0,64.81,27
831,LIMPEZA E CONSERVACAO,21,8.0,149.76,27
831,COMBUSTIVEIS -  GNV,25,3145.2638,14728.47,27
1031,COMBUSTIVEIS LIQUIDOS,1,4093.0439,22830.19,27
1031,LUBRIFICANTES,4,1.0,22.99,27
1031,ADITIVOS E FLUIDOS,5,2.0,55.98,27
